model_name,parameters,quantization_status,benchmark_suite,benchmark_name,task_subset,score_metric,score_value,score_stderr,model_size_disk_gb,peak_vram_gpu_mb,peak_ram_system_mb,load_time_seconds,inference_speed_tok_per_sec,avg_inference_time_per_sample_ms,num_fewshot,eval_hardware,quant_hardware,evaluation_script,timestamp,model_path,metrics_json_path,outputs_json_path,score_source_file
Mistral-7B-Instruct-v0.3,7B,baseline,NLP,hellaswag,,acc,0.6482772356104362,,27.004,,,,,,0,A40,,lm-evaluation-harness,2025-04-23 00:27:52,/workspace/models/Mistral-7B-Instruct-v0.3/,results/nlp/bare/Mistral-7B-Instruct-v0.3/hellaswag/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T00-27-52.420724.json,,results/nlp/bare/Mistral-7B-Instruct-v0.3/hellaswag/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T00-27-52.420724.json
Mistral-7B-Instruct-v0.3,7B,baseline,NLP,hellaswag,,acc_stderr,0.004765320784902113,,27.004,,,,,,0,A40,,lm-evaluation-harness,2025-04-23 00:27:52,/workspace/models/Mistral-7B-Instruct-v0.3/,results/nlp/bare/Mistral-7B-Instruct-v0.3/hellaswag/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T00-27-52.420724.json,,results/nlp/bare/Mistral-7B-Instruct-v0.3/hellaswag/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T00-27-52.420724.json
Mistral-7B-Instruct-v0.3,7B,baseline,NLP,hellaswag,,acc_norm,0.828918542123083,,27.004,,,,,,0,A40,,lm-evaluation-harness,2025-04-23 00:27:52,/workspace/models/Mistral-7B-Instruct-v0.3/,results/nlp/bare/Mistral-7B-Instruct-v0.3/hellaswag/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T00-27-52.420724.json,,results/nlp/bare/Mistral-7B-Instruct-v0.3/hellaswag/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T00-27-52.420724.json
Mistral-7B-Instruct-v0.3,7B,baseline,NLP,hellaswag,,acc_norm_stderr,0.0037581050431502194,,27.004,,,,,,0,A40,,lm-evaluation-harness,2025-04-23 00:27:52,/workspace/models/Mistral-7B-Instruct-v0.3/,results/nlp/bare/Mistral-7B-Instruct-v0.3/hellaswag/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T00-27-52.420724.json,,results/nlp/bare/Mistral-7B-Instruct-v0.3/hellaswag/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T00-27-52.420724.json
Mistral-7B-Instruct-v0.3,7B,baseline,NLP,mmlu_elementary_mathematics,,acc,0.36507936507936506,,27.004,,,,,,0,A40,,lm-evaluation-harness,2025-04-23 07:37:16,/workspace/models/Mistral-7B-Instruct-v0.3/,results/nlp/bare/Mistral-7B-Instruct-v0.3/mmlu_elementary_mathematics/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T07-37-16.737632.json,,results/nlp/bare/Mistral-7B-Instruct-v0.3/mmlu_elementary_mathematics/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T07-37-16.737632.json
Mistral-7B-Instruct-v0.3,7B,baseline,NLP,mmlu_elementary_mathematics,,acc_stderr,0.024796060602699947,,27.004,,,,,,0,A40,,lm-evaluation-harness,2025-04-23 07:37:16,/workspace/models/Mistral-7B-Instruct-v0.3/,results/nlp/bare/Mistral-7B-Instruct-v0.3/mmlu_elementary_mathematics/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T07-37-16.737632.json,,results/nlp/bare/Mistral-7B-Instruct-v0.3/mmlu_elementary_mathematics/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T07-37-16.737632.json
Mistral-7B-Instruct-v0.3,7B,baseline,NLP,truthfulqa_mc2,,acc,0.5970326737622066,,27.004,,,,,,0,A40,,lm-evaluation-harness,2025-04-23 07:42:05,/workspace/models/Mistral-7B-Instruct-v0.3/,results/nlp/bare/Mistral-7B-Instruct-v0.3/truthfulqa_mc2/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T07-42-05.486837.json,,results/nlp/bare/Mistral-7B-Instruct-v0.3/truthfulqa_mc2/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T07-42-05.486837.json
Mistral-7B-Instruct-v0.3,7B,baseline,NLP,truthfulqa_mc2,,acc_stderr,0.015435512633577935,,27.004,,,,,,0,A40,,lm-evaluation-harness,2025-04-23 07:42:05,/workspace/models/Mistral-7B-Instruct-v0.3/,results/nlp/bare/Mistral-7B-Instruct-v0.3/truthfulqa_mc2/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T07-42-05.486837.json,,results/nlp/bare/Mistral-7B-Instruct-v0.3/truthfulqa_mc2/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T07-42-05.486837.json
Mistral-7B-Instruct-v0.3,7B,baseline,NLP,winogrande,,acc,0.7419100236779794,,27.004,,,,,,0,A40,,lm-evaluation-harness,2025-04-23 00:29:21,/workspace/models/Mistral-7B-Instruct-v0.3/,results/nlp/bare/Mistral-7B-Instruct-v0.3/winogrande/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T00-29-21.265544.json,,results/nlp/bare/Mistral-7B-Instruct-v0.3/winogrande/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T00-29-21.265544.json
Mistral-7B-Instruct-v0.3,7B,baseline,NLP,winogrande,,acc_stderr,0.01229827883397239,,27.004,,,,,,0,A40,,lm-evaluation-harness,2025-04-23 00:29:21,/workspace/models/Mistral-7B-Instruct-v0.3/,results/nlp/bare/Mistral-7B-Instruct-v0.3/winogrande/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T00-29-21.265544.json,,results/nlp/bare/Mistral-7B-Instruct-v0.3/winogrande/results.json/__workspace__models__Mistral-7B-Instruct-v0.3__/results_2025-04-23T00-29-21.265544.json
Mistral-7B-Instruct-v0.3,7B,baseline,Security,ctibench,cti-mcq,,,,27.004,27755.52734375,1869.5390625,75.1007239818573,12.534515093871523,708.4438395500183,0,A40,,evaluate_cli.py,2025-04-22 20:20:49,/workspace/models/Mistral-7B-Instruct-v0.3/,results/bare/ctibench_cti-mcq__20250422-202049_metrics.json,,
Mistral-7B-Instruct-v0.3,7B,baseline,Security,ctibench,cti-rcm,,,,27.004,27976.64599609375,1857.2265625,74.21410274505615,18.12348968616266,10666.268105506897,0,A40,,evaluate_cli.py,2025-04-22 21:03:28,/workspace/models/Mistral-7B-Instruct-v0.3/,results/bare/ctibench_cti-rcm__20250422-210328_metrics.json,,
Mistral-7B-Instruct-v0.3,7B,baseline,Security,ctibench,cti-vsp,,,,27.004,28113.490234375,1867.671875,25.49985957145691,17.173704791280787,22908.8600730896,0,A40,,evaluate_cli.py,2025-04-22 20:23:52,/workspace/models/Mistral-7B-Instruct-v0.3/,results/bare/ctibench_cti-vsp__20250422-202352_metrics.json,,
Mistral-7B-Instruct-v0.3,7B,baseline,Security,cyberseceval3_mitre,full,,,,27.004,27941.5234375,1858.72265625,73.30368781089783,17.517999486081322,29110.799059455778,0,A40,,evaluate_cli.py,2025-04-22 19:12:51,/workspace/models/Mistral-7B-Instruct-v0.3/,results/bare/cyberseceval3_mitre__20250422-191251_metrics.json,,
Mistral-7B-Instruct-v0.3,7B,baseline,Security,sevenllm_bench,full,,,,27.004,28117.02880859375,1851.015625,68.78797459602356,17.227226097459905,14798.668024539948,0,A40,,evaluate_cli.py,2025-04-22 19:54:13,/workspace/models/Mistral-7B-Instruct-v0.3/,results/bare/sevenllm_bench__20250422-195413_metrics.json,,
Mistral-7B-Instruct-v0.3-GPTQ,7B,AutoGPTQ-4bit,Security,ctibench,cti-mcq,,,,3.886,6126.51953125,3511.76171875,49.26835560798645,93.77482747898922,1665.2656602859497,0,A40,,evaluate_cli.py,2025-04-24 13:14:09,/workspace/models/Mistral-7B-Instruct-v0.3-GPTQ,results/mod/ctibench_cti-mcq_Mistral-7B-Instruct-v0.3-GPTQ_20250424-131409_metrics.json,,
Mistral-7B-Instruct-v0.3-GPTQ,7B,AutoGPTQ-4bit,Security,ctibench,cti-rcm,,,,3.886,9125.1123046875,3597.15234375,16.485604524612427,82.83744745459103,3694.4643926620483,0,A40,,evaluate_cli.py,2025-04-24 13:30:11,/workspace/models/Mistral-7B-Instruct-v0.3-GPTQ,results/mod/ctibench_cti-rcm_Mistral-7B-Instruct-v0.3-GPTQ_20250424-133011_metrics.json,,
Mistral-7B-Instruct-v0.3-GPTQ,7B,AutoGPTQ-4bit,Security,ctibench,cti-vsp,,,,3.886,11316.9501953125,3529.65234375,17.680996417999268,73.90778235196053,6878.166058063507,0,A40,,evaluate_cli.py,2025-04-24 13:18:06,/workspace/models/Mistral-7B-Instruct-v0.3-GPTQ,results/mod/ctibench_cti-vsp_Mistral-7B-Instruct-v0.3-GPTQ_20250424-131806_metrics.json,,
Mistral-7B-Instruct-v0.3-GPTQ,7B,AutoGPTQ-4bit,Security,cyberseceval3_mitre,full,,,,3.886,8498.654296875,4106.37890625,51.40504050254822,83.60549446898082,6123.851758462411,0,A40,,evaluate_cli.py,2025-04-24 12:52:16,/workspace/models/Mistral-7B-Instruct-v0.3-GPTQ,results/mod/cyberseceval3_mitre_Mistral-7B-Instruct-v0.3-GPTQ_20250424-125216_metrics.json,,
Mistral-7B-Instruct-v0.3-GPTQ,7B,AutoGPTQ-4bit,Security,sevenllm_bench,full,,,,3.886,10656.2705078125,3509.16015625,18.11532163619995,73.36996740670968,6949.164869785309,0,A40,,evaluate_cli.py,2025-04-24 13:01:42,/workspace/models/Mistral-7B-Instruct-v0.3-GPTQ,results/mod/sevenllm_bench_Mistral-7B-Instruct-v0.3-GPTQ_20250424-130142_metrics.json,,
Phi-3-mini-4k-instruct-GPTQ,3.8B,AutoGPTQ-4bit,Security,ctibench,cti-mcq,,,,2.127,2174.7666015625,1977.734375,14.670984268188477,0.0,0.0,0,A40,,evaluate_cli.py,2025-04-24 11:43:01,/workspace/models/Phi-3-mini-4k-instruct-GPTQ,results/mod/ctibench_cti-mcq_Phi-3-mini-4k-instruct-GPTQ_20250424-114301_metrics.json,,
Phi-3-mini-4k-instruct-GPTQ,3.8B,AutoGPTQ-4bit,Security,ctibench,cti-mcq,,,,2.127,2174.7666015625,1972.51171875,14.208012104034424,0.0,0.0,0,A40,,evaluate_cli.py,2025-04-24 11:49:43,/workspace/models/Phi-3-mini-4k-instruct-GPTQ,results/mod/ctibench_cti-mcq_Phi-3-mini-4k-instruct-GPTQ_20250424-114943_metrics.json,,
Phi-3-mini-4k-instruct-GPTQ,3.8B,AutoGPTQ-4bit,Security,ctibench,cti-mcq,,,,2.127,7797.2158203125,2458.23046875,14.463181734085083,48.30978123843526,41.3994836807251,0,A40,,evaluate_cli.py,2025-04-24 12:36:49,/workspace/models/Phi-3-mini-4k-instruct-GPTQ,results/mod/ctibench_cti-mcq_Phi-3-mini-4k-instruct-GPTQ_20250424-123649_metrics.json,,
Phi-3-mini-4k-instruct-GPTQ,3.8B,AutoGPTQ-4bit,Security,ctibench,cti-rcm,,,,2.127,2174.7802734375,1961.67578125,28.427633047103882,0.0,0.0,0,A40,,evaluate_cli.py,2025-04-24 11:44:36,/workspace/models/Phi-3-mini-4k-instruct-GPTQ,results/mod/ctibench_cti-rcm_Phi-3-mini-4k-instruct-GPTQ_20250424-114436_metrics.json,,
Phi-3-mini-4k-instruct-GPTQ,3.8B,AutoGPTQ-4bit,Security,ctibench,cti-rcm,,,,2.127,20517.88671875,2333.73828125,14.982768774032593,112.35590069861071,2489.054853916168,0,A40,,evaluate_cli.py,2025-04-24 12:45:34,/workspace/models/Phi-3-mini-4k-instruct-GPTQ,results/mod/ctibench_cti-rcm_Phi-3-mini-4k-instruct-GPTQ_20250424-124534_metrics.json,,
Phi-3-mini-4k-instruct-GPTQ,3.8B,AutoGPTQ-4bit,Security,ctibench,cti-vsp,,,,2.127,2174.7900390625,1957.45703125,18.83029794692993,0.0,0.0,0,A40,,evaluate_cli.py,2025-04-24 11:43:39,/workspace/models/Phi-3-mini-4k-instruct-GPTQ,results/mod/ctibench_cti-vsp_Phi-3-mini-4k-instruct-GPTQ_20250424-114339_metrics.json,,
Phi-3-mini-4k-instruct-GPTQ,3.8B,AutoGPTQ-4bit,Security,ctibench,cti-vsp,,,,2.127,28552.69189453125,2080.17578125,14.294179201126099,115.83080445744557,4415.578415393829,0,A40,,evaluate_cli.py,2025-04-24 12:37:29,/workspace/models/Phi-3-mini-4k-instruct-GPTQ,results/mod/ctibench_cti-vsp_Phi-3-mini-4k-instruct-GPTQ_20250424-123729_metrics.json,,
Phi-3-mini-4k-instruct-GPTQ,3.8B,AutoGPTQ-4bit,Security,cyberseceval3_mitre,full,,,,2.127,15448.56494140625,1748.4375,15.088515043258667,138.6920674385276,3690.474268830853,0,A40,,evaluate_cli.py,2025-04-24 12:23:20,/workspace/models/Phi-3-mini-4k-instruct-GPTQ,results/mod/cyberseceval3_mitre_Phi-3-mini-4k-instruct-GPTQ_20250424-122320_metrics.json,,
Phi-3-mini-4k-instruct-GPTQ,3.8B,AutoGPTQ-4bit,Security,sevenllm_bench,full,,,,2.127,2174.7900390625,1972.19140625,13.814217329025269,0.0,0.0,0,A40,,evaluate_cli.py,2025-04-24 11:42:29,/workspace/models/Phi-3-mini-4k-instruct-GPTQ,results/mod/sevenllm_bench_Phi-3-mini-4k-instruct-GPTQ_20250424-114229_metrics.json,,
Phi-3-mini-4k-instruct-GPTQ,3.8B,AutoGPTQ-4bit,Security,sevenllm_bench,full,,,,2.127,2174.7900390625,1940.453125,14.571175575256348,0.0,0.0,0,A40,,evaluate_cli.py,2025-04-24 11:49:11,/workspace/models/Phi-3-mini-4k-instruct-GPTQ,results/mod/sevenllm_bench_Phi-3-mini-4k-instruct-GPTQ_20250424-114911_metrics.json,,
Phi-3-mini-4k-instruct-GPTQ,3.8B,AutoGPTQ-4bit,Security,sevenllm_bench,full,,,,2.127,26297.55419921875,2359.78125,15.400579929351807,116.15881242677162,4405.434157848358,0,A40,,evaluate_cli.py,2025-04-24 12:28:54,/workspace/models/Phi-3-mini-4k-instruct-GPTQ,results/mod/sevenllm_bench_Phi-3-mini-4k-instruct-GPTQ_20250424-122854_metrics.json,,
TinyLlama-1.1B-Chat-v1.0,1.1B,AutoGPTQ-4bit,Security,cyberseceval3_mitre,full,,,,,826.7421875,1775.9453125,2.00423002243042,100.35952925988187,4861.533709514288,0,A40,A40,evaluate_cli.py,2025-04-24 04:24:53,/workspace/models/TinyLlama-1.1B-Chat-v1.0/quantized-gptq-4bit/,results/mod/cyberseceval3_mitre__20250424-042453_metrics.json,,
TinyLlama-1.1B-Chat-v1.0,1.1B,AutoGPTQ-4bit,Security,sevenllm_bench,full,,,,,817.59033203125,1828.15625,2.290864944458008,91.98322456636693,2509.153175354004,0,A40,A40,evaluate_cli.py,2025-04-24 04:08:59,/workspace/models/TinyLlama-1.1B-Chat-v1.0/quantized-gptq-4bit/,results/mod/sevenllm_bench__20250424-040859_metrics.json,,
TinyLlama-1.1B-Chat-v1.0,1.1B,AutoGPTQ-4bit,Security,sevenllm_bench,full,,,,,861.32177734375,1786.3046875,1.9934163093566895,99.79107742640835,3377.255849838257,0,A40,A40,evaluate_cli.py,2025-04-24 04:31:32,/workspace/models/TinyLlama-1.1B-Chat-v1.0/quantized-gptq-4bit/,results/mod/sevenllm_bench__20250424-043132_metrics.json,,
TinyLlama-1.1B-Chat-v1.0,1.1B,baseline,NLP,arc_challenge,,acc,0.2986348122866894,,3.263,,,,,,0,A40,,lm-evaluation-harness,2025-04-22 23:04:51,/workspace/models/TinyLlama-1.1B-Chat-v1.0/,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/arc_challenge/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-04-51.952031.json,,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/arc_challenge/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-04-51.952031.json
TinyLlama-1.1B-Chat-v1.0,1.1B,baseline,NLP,arc_challenge,,acc_stderr,0.013374078615068742,,3.263,,,,,,0,A40,,lm-evaluation-harness,2025-04-22 23:04:51,/workspace/models/TinyLlama-1.1B-Chat-v1.0/,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/arc_challenge/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-04-51.952031.json,,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/arc_challenge/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-04-51.952031.json
TinyLlama-1.1B-Chat-v1.0,1.1B,baseline,NLP,arc_challenge,,acc_norm,0.32764505119453924,,3.263,,,,,,0,A40,,lm-evaluation-harness,2025-04-22 23:04:51,/workspace/models/TinyLlama-1.1B-Chat-v1.0/,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/arc_challenge/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-04-51.952031.json,,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/arc_challenge/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-04-51.952031.json
TinyLlama-1.1B-Chat-v1.0,1.1B,baseline,NLP,arc_challenge,,acc_norm_stderr,0.013715847940719337,,3.263,,,,,,0,A40,,lm-evaluation-harness,2025-04-22 23:04:51,/workspace/models/TinyLlama-1.1B-Chat-v1.0/,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/arc_challenge/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-04-51.952031.json,,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/arc_challenge/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-04-51.952031.json
TinyLlama-1.1B-Chat-v1.0,1.1B,baseline,NLP,gsm8k,,exact_match,0.0,,3.263,,,,,,0,A40,,lm-evaluation-harness,2025-04-22 23:16:22,/workspace/models/TinyLlama-1.1B-Chat-v1.0/,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/gsm8k/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-16-22.064028.json,,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/gsm8k/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-16-22.064028.json
TinyLlama-1.1B-Chat-v1.0,1.1B,baseline,NLP,gsm8k,,exact_match_stderr,0.0,,3.263,,,,,,0,A40,,lm-evaluation-harness,2025-04-22 23:16:22,/workspace/models/TinyLlama-1.1B-Chat-v1.0/,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/gsm8k/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-16-22.064028.json,,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/gsm8k/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-16-22.064028.json
TinyLlama-1.1B-Chat-v1.0,1.1B,baseline,NLP,gsm8k,,exact_match,0.02577710386656558,,3.263,,,,,,0,A40,,lm-evaluation-harness,2025-04-22 23:16:22,/workspace/models/TinyLlama-1.1B-Chat-v1.0/,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/gsm8k/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-16-22.064028.json,,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/gsm8k/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-16-22.064028.json
TinyLlama-1.1B-Chat-v1.0,1.1B,baseline,NLP,gsm8k,,exact_match_stderr,0.004365042953621817,,3.263,,,,,,0,A40,,lm-evaluation-harness,2025-04-22 23:16:22,/workspace/models/TinyLlama-1.1B-Chat-v1.0/,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/gsm8k/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-16-22.064028.json,,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/gsm8k/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-16-22.064028.json
TinyLlama-1.1B-Chat-v1.0,1.1B,baseline,NLP,hellaswag,,acc,0.46594303923521213,,3.263,,,,,,0,A40,,lm-evaluation-harness,2025-04-22 23:08:32,/workspace/models/TinyLlama-1.1B-Chat-v1.0/,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/hellaswag/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-08-32.236904.json,,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/hellaswag/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-08-32.236904.json
TinyLlama-1.1B-Chat-v1.0,1.1B,baseline,NLP,hellaswag,,acc_stderr,0.004978192893406282,,3.263,,,,,,0,A40,,lm-evaluation-harness,2025-04-22 23:08:32,/workspace/models/TinyLlama-1.1B-Chat-v1.0/,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/hellaswag/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-08-32.236904.json,,results/nlp/bare/TinyLlama-1.1B-Chat-v1.0/hellaswag/results.json/__workspace__models__TinyLlama-1.1B-Chat-v1.0__/results_2025-04-22T23-08-32.236904.json
